# HEADER
# > mode, num exp, num_episodes, env, num_agents, num_tasks, dim
#
#--- mode = "", "respawn" or "round"
#
#--- num_exp and num_episodes are integer
#
#--- env = "LevelForagingEnv" or "CaptureEnv"
#
#--- num_agents, num_tasks and dim are integer
#
# > e.g.: respawn, 30, 200, LevelForagingEnv, 7 , 20 , 20
#

respawn,20,200,LevelForagingEnv,5,20,20
respawn,20,200,LevelForagingEnv,5,20,25
respawn,20,200,LevelForagingEnv,5,20,30
respawn,20,200,LevelForagingEnv,5,20,35
respawn,20,200,LevelForagingEnv,5,20,40
respawn,20,200,LevelForagingEnv,5,25,20
respawn,20,200,LevelForagingEnv,5,25,25
respawn,20,200,LevelForagingEnv,5,25,30
respawn,20,200,LevelForagingEnv,5,25,35
respawn,20,200,LevelForagingEnv,5,25,40
respawn,20,200,LevelForagingEnv,5,30,20
respawn,20,200,LevelForagingEnv,5,30,25
respawn,20,200,LevelForagingEnv,5,30,30
respawn,20,200,LevelForagingEnv,5,30,35
respawn,20,200,LevelForagingEnv,5,30,40
respawn,20,200,LevelForagingEnv,5,35,20
respawn,20,200,LevelForagingEnv,5,35,25
respawn,20,200,LevelForagingEnv,5,35,30
respawn,20,200,LevelForagingEnv,5,35,35
respawn,20,200,LevelForagingEnv,5,35,40
respawn,20,200,LevelForagingEnv,7,20,20
respawn,20,200,LevelForagingEnv,7,20,25
respawn,20,200,LevelForagingEnv,7,20,30
respawn,20,200,LevelForagingEnv,7,20,35
respawn,20,200,LevelForagingEnv,7,20,40
respawn,20,200,LevelForagingEnv,7,25,20
respawn,20,200,LevelForagingEnv,7,25,25
respawn,20,200,LevelForagingEnv,7,25,30
respawn,20,200,LevelForagingEnv,7,25,35
respawn,20,200,LevelForagingEnv,7,25,40
respawn,20,200,LevelForagingEnv,7,30,20
respawn,20,200,LevelForagingEnv,7,30,25
respawn,20,200,LevelForagingEnv,7,30,30
respawn,20,200,LevelForagingEnv,7,30,35
respawn,20,200,LevelForagingEnv,7,30,40
respawn,20,200,LevelForagingEnv,7,35,20
respawn,20,200,LevelForagingEnv,7,35,25
respawn,20,200,LevelForagingEnv,7,35,30
respawn,20,200,LevelForagingEnv,7,35,35
respawn,20,200,LevelForagingEnv,7,35,40
respawn,20,200,LevelForagingEnv,10,20,20
respawn,20,200,LevelForagingEnv,10,20,25
respawn,20,200,LevelForagingEnv,10,20,30
respawn,20,200,LevelForagingEnv,10,20,35
respawn,20,200,LevelForagingEnv,10,20,40
respawn,20,200,LevelForagingEnv,10,25,20
respawn,20,200,LevelForagingEnv,10,25,25
respawn,20,200,LevelForagingEnv,10,25,30
respawn,20,200,LevelForagingEnv,10,25,35
respawn,20,200,LevelForagingEnv,10,25,40
respawn,20,200,LevelForagingEnv,10,30,20
respawn,20,200,LevelForagingEnv,10,30,25
respawn,20,200,LevelForagingEnv,10,30,30
respawn,20,200,LevelForagingEnv,10,30,35
respawn,20,200,LevelForagingEnv,10,30,40
respawn,20,200,LevelForagingEnv,10,35,20
respawn,20,200,LevelForagingEnv,10,35,25
respawn,20,200,LevelForagingEnv,10,35,30
respawn,20,200,LevelForagingEnv,10,35,35
respawn,20,200,LevelForagingEnv,10,35,40
respawn,20,200,LevelForagingEnv,12,20,20
respawn,20,200,LevelForagingEnv,12,20,25
respawn,20,200,LevelForagingEnv,12,20,30
respawn,20,200,LevelForagingEnv,12,20,35
respawn,20,200,LevelForagingEnv,12,20,40
respawn,20,200,LevelForagingEnv,12,25,20
respawn,20,200,LevelForagingEnv,12,25,25
respawn,20,200,LevelForagingEnv,12,25,30
respawn,20,200,LevelForagingEnv,12,25,35
respawn,20,200,LevelForagingEnv,12,25,40
respawn,20,200,LevelForagingEnv,12,30,20
respawn,20,200,LevelForagingEnv,12,30,25
respawn,20,200,LevelForagingEnv,12,30,30
respawn,20,200,LevelForagingEnv,12,30,35
respawn,20,200,LevelForagingEnv,12,30,40
respawn,20,200,LevelForagingEnv,12,35,20
respawn,20,200,LevelForagingEnv,12,35,25
respawn,20,200,LevelForagingEnv,12,35,30
respawn,20,200,LevelForagingEnv,12,35,35
respawn,20,200,LevelForagingEnv,12,35,40
respawn,20,200,LevelForagingEnv,15,20,20
respawn,20,200,LevelForagingEnv,15,20,25
respawn,20,200,LevelForagingEnv,15,20,30
respawn,20,200,LevelForagingEnv,15,20,35
respawn,20,200,LevelForagingEnv,15,20,40
respawn,20,200,LevelForagingEnv,15,25,20
respawn,20,200,LevelForagingEnv,15,25,25
respawn,20,200,LevelForagingEnv,15,25,30
respawn,20,200,LevelForagingEnv,15,25,35
respawn,20,200,LevelForagingEnv,15,25,40
respawn,20,200,LevelForagingEnv,15,30,20
respawn,20,200,LevelForagingEnv,15,30,25
respawn,20,200,LevelForagingEnv,15,30,30
respawn,20,200,LevelForagingEnv,15,30,35
respawn,20,200,LevelForagingEnv,15,30,40
respawn,20,200,LevelForagingEnv,15,35,20
respawn,20,200,LevelForagingEnv,15,35,25
respawn,20,200,LevelForagingEnv,15,35,30
respawn,20,200,LevelForagingEnv,15,35,35
respawn,20,200,LevelForagingEnv,15,35,40
